onset_eyetrackfile	event
3480.2	heat
4923.8	heat
6051.0	heat
7515.6	heat
8875.1	heat
10381.6	heat
11720.1	heat
12952.4	heat
14438.0	heat
15860.5	heat
17155.9	heat
18367.3	heat
19557.6	heat
20726.9	heat
22107.4	heat
23508.9	heat
24826.4	heat
25932.6	heat
27207.0	heat
28460.5	heat
