onset_eyetrackfile	event
11011.1	heat
12433.2	heat
13771.6	heat
15256.8	heat
16637.2	heat
17890.5	heat
19080.8	heat
20376.0	heat
21777.2	heat
23009.2	heat
24136.4	heat
25284.4	heat
26390.4	heat
27707.8	heat
28919.2	heat
30193.6	heat
31700.2	heat
33143.8	heat
34503.2	heat
35967.2	heat
