onset_eyetrackfile	event
3211.6	heat
4676.2	heat
5866.4	heat
6993.7	heat
8332.0	heat
9774.4	heat
10922.4	heat
12028.7	heat
13303.0	heat
14725.5	heat
16127.0	heat
17379.3	heat
18864.9	heat
20371.5	heat
21603.3	heat
22920.4	heat
24131.8	heat
25512.3	heat
26681.5	heat
28041.0	heat
