onset_eyetrackfile	event
3302.1	heat
4450.3	heat
5745.8	heat
7105.3	heat
8211.5	heat
9380.8	heat
10719.3	heat
11846.5	heat
13332.1	heat
14649.6	heat
15881.9	heat
17346.5	heat
18557.9	heat
19959.4	heat
21339.9	heat
22614.3	heat
24057.8	heat
25311.2	heat
26733.8	heat
28240.1	heat
