onset_eyetrackfile	event
3341.4	heat
4573.8	heat
5954.3	heat
7439.9	heat
8588.2	heat
10052.7	heat
11222.0	heat
12560.5	heat
13771.9	heat
15067.3	heat
16173.1	heat
17679.8	heat
19081.3	heat
20440.8	heat
21568.0	heat
23011.5	heat
24434.2	heat
25623.5	heat
26941.0	heat
28215.4	heat
