onset_eyetrackfile	event
3380.1	heat
4697.6	heat
5866.9	heat
7289.4	heat
8774.5	heat
10280.9	heat
11745.3	heat
13188.9	heat
14442.2	heat
15716.5	heat
17055.0	heat
18435.6	heat
19562.8	heat
20922.3	heat
22132.9	heat
23534.5	heat
24682.7	heat
25915.1	heat
27105.5	heat
28211.3	heat
