onset_eyetrackfile	event
4466.1	heat
5824.3	heat
7119.7	heat
8521.1	heat
10027.5	heat
11133.7	heat
12260.9	heat
13725.5	heat
14915.8	heat
16085.1	heat
17528.7	heat
19014.3	heat
20436.7	heat
21817.2	heat
23070.5	heat
24302.9	heat
25577.1	heat
26788.4	heat
27936.7	heat
29254.1	heat
