onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr
20.0204908847809	1	heat	48	1	1	Patch4	te-40	2542.1
32.5540459156036	1	heat	48	2	1	Patch4	te-40	3795.5
43.8260879516602	1	heat	48	3	1	Patch4	te-40	4922.7
57.6310389041901	1	heat	48	4	1	Patch4	te-40	6303.2
69.1136748790741	1	heat	48	5	1	Patch4	te-40	7451.4
82.2879168987274	1	heat	48	6	1	Patch4	te-40	8768.8
95.6722159385681	1	heat	48	7	1	Patch4	te-40	10107.3
107.574935913086	1	heat	48	8	1	Patch4	te-40	11297.6
122.220661878586	1	heat	48	9	1	Patch4	te-40	12762.1
137.286932945251	1	heat	48	10	1	Patch4	te-40	14268.8
150.241071939468	1	heat	48	11	1	Patch4	te-40	15564.2
164.466430902481	1	heat	48	12	1	Patch4	te-40	16986.7
177.210917949677	1	heat	48	13	1	Patch4	te-40	18261.2
191.646365880966	1	heat	48	14	1	Patch4	te-40	19704.7
205.240916013718	1	heat	48	15	1	Patch4	te-40	21064.2
217.563770055771	1	heat	48	16	1	Patch4	te-40	22296.4
229.256889104843	1	heat	48	17	1	Patch4	te-40	23465.8
240.319051980972	1	heat	48	18	1	Patch4	te-40	24572.0
252.421169042587	1	heat	48	19	1	Patch4	te-40	25782.2
266.429491996765	1	heat	48	20	1	Patch4	te-40	27183.0
