onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr
20.0205960273743	1	heat	48	1	0	Patch5	te-35	2542.0
32.5539510250092	1	heat	48	2	0	Patch5	te-35	3795.4
43.8260641098022	1	heat	48	3	0	Patch5	te-35	4922.6
57.6311099529266	1	heat	48	4	0	Patch5	te-35	6303.1
69.1139969825745	1	heat	48	5	0	Patch5	te-35	7451.4
82.28839802742	1	heat	48	6	0	Patch5	te-35	8768.8
95.6729590892792	1	heat	48	7	0	Patch5	te-35	10107.3
107.576210021973	1	heat	48	8	0	Patch5	te-35	11297.6
122.222015142441	1	heat	48	9	0	Patch5	te-35	12762.2
137.279787063599	1	heat	48	10	0	Patch5	te-35	14268.0
150.233850002289	1	heat	48	11	0	Patch5	te-35	15563.4
164.459262132645	1	heat	48	12	0	Patch5	te-35	16985.9
177.202878952026	1	heat	48	13	0	Patch5	te-35	18260.3
191.638230085373	1	heat	48	14	0	Patch5	te-35	19703.8
205.232686042786	1	heat	48	15	0	Patch5	te-35	21063.3
217.556136131287	1	heat	48	16	0	Patch5	te-35	22295.6
229.248970985413	1	heat	48	17	0	Patch5	te-35	23464.9
240.311043024063	1	heat	48	18	0	Patch5	te-35	24571.1
252.424152135849	1	heat	48	19	0	Patch5	te-35	25782.4
266.439103126526	1	heat	48	20	0	Patch5	te-35	27183.9
