onset_eyetrackfile	event
2848.3	heat
4080.6	heat
5270.9	heat
6524.1	heat
7630.3	heat
8799.6	heat
10201.1	heat
11496.5	heat
12623.7	heat
14130.1	heat
15573.3	heat
16911.8	heat
18229.2	heat
19440.6	heat
20926.2	heat
22306.5	heat
23580.9	heat
25045.4	heat
26193.7	heat
27616.1	heat
