onset_eyetrackfile	event
3277.1	heat
4383.3	heat
5510.5	heat
6784.9	heat
8165.4	heat
9460.8	heat
10862.4	heat
12073.7	heat
13433.2	heat
14855.8	heat
16362.4	heat
17615.7	heat
18806.0	heat
20291.2	heat
21755.8	heat
22904.0	heat
24242.4	heat
25474.4	heat
26917.9	heat
28086.3	heat
