onset_eyetrackfile	event
3469.3	heat
4975.9	heat
6356.4	heat
7546.7	heat
8673.9	heat
9885.2	heat
11328.8	heat
12624.2	heat
13983.7	heat
15448.3	heat
16701.6	heat
17849.9	heat
19251.4	heat
20568.8	heat
21991.3	heat
23265.7	heat
24604.1	heat
25836.6	heat
27322.2	heat
28428.4	heat
