onset_eyetrackfile	event
3416.5	heat
4543.8	heat
5650.0	heat
6798.2	heat
8136.7	heat
9643.3	heat
11107.5	heat
12530.0	heat
13847.4	heat
15121.9	heat
16416.7	heat
17648.7	heat
18860.0	heat
20240.3	heat
21409.6	heat
22769.1	heat
24170.8	heat
25656.3	heat
26846.6	heat
28100.0	heat
