onset_eyetrackfile	event
3557.6	heat
4832.0	heat
6170.5	heat
7339.2	heat
8845.9	heat
10099.2	heat
11542.9	heat
12838.2	heat
14302.0	heat
15619.2	heat
16725.2	heat
18210.8	heat
19611.3	heat
20759.2	heat
21970.4	heat
23350.9	heat
24710.1	heat
25941.3	heat
27068.5	heat
28491.0	heat
