onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr
20.0186190605164	1	heat	48	1	0	Patch2	te-25	2541.9
34.4546051025391	1	heat	48	2	0	Patch2	te-25	3985.5
48.6787350177765	1	heat	48	3	0	Patch2	te-25	5407.9
59.738627910614	1	heat	48	4	0	Patch2	te-25	6513.9
71.4316821098328	1	heat	48	5	0	Patch2	te-25	7683.2
84.3826088905334	1	heat	48	6	0	Patch2	te-25	8978.3
98.3946590423584	1	heat	48	7	0	Patch2	te-25	10379.5
110.922622919083	1	heat	48	8	0	Patch2	te-25	11632.3
122.195907115936	1	heat	48	9	0	Patch2	te-25	12759.6
134.518642902374	1	heat	48	10	0	Patch2	te-25	13991.9
147.254755020142	1	heat	48	11	0	Patch2	te-25	15265.5
158.737478017807	1	heat	48	12	0	Patch2	te-25	16413.8
173.802428007126	1	heat	48	13	0	Patch2	te-25	17920.3
187.186625003815	1	heat	48	14	0	Patch2	te-25	19258.7
199.086622953415	1	heat	48	15	0	Patch2	te-25	20448.7
212.891452074051	1	heat	48	16	0	Patch2	te-25	21829.2
226.482605934143	1	heat	48	17	0	Patch2	te-25	23188.3
239.654531002045	1	heat	48	18	0	Patch2	te-25	24505.5
251.767965078354	1	heat	48	19	0	Patch2	te-25	25716.8
266.413621902466	1	heat	48	20	0	Patch2	te-25	27181.4
