onset_eyetrackfile	event
3203.4	heat
4689.0	heat
5942.4	heat
7048.6	heat
8471.1	heat
9914.7	heat
11379.2	heat
12653.1	heat
13991.6	heat
15351.1	heat
16731.6	heat
17942.9	heat
19344.5	heat
20851.1	heat
22041.5	heat
23210.7	heat
24338.0	heat
25486.2	heat
26781.7	heat
28014.0	heat
