onset_eyetrackfile	event
3394.5	heat
4500.7	heat
5943.3	heat
7112.5	heat
8239.8	heat
9451.1	heat
10810.6	heat
12233.1	heat
13718.8	heat
15014.2	heat
16246.5	heat
17753.2	heat
19006.6	heat
20345.0	heat
21493.3	heat
22683.4	heat
23957.7	heat
25359.3	heat
26676.7	heat
28057.2	heat
