onset_eyetrackfile	event
3868.2	heat
5353.8	heat
6607.1	heat
8071.6	heat
9303.9	heat
10515.2	heat
11621.3	heat
12959.8	heat
14277.0	heat
15720.3	heat
17015.4	heat
18521.8	heat
19943.4	heat
21344.7	heat
22619.0	heat
23978.5	heat
25105.8	heat
26274.3	heat
27422.5	heat
28612.8	heat
