onset_eyetrackfile	event
3716.4	heat
5096.9	heat
6435.4	heat
7667.7	heat
8857.2	heat
10342.8	heat
11807.4	heat
13229.9	heat
14441.2	heat
15589.4	heat
16906.8	heat
18266.3	heat
19540.7	heat
20794.1	heat
22089.2	heat
23532.7	heat
24702.0	heat
26208.6	heat
27610.0	heat
28737.3	heat
