pupil_size	blinks	artifacts_manual
4300.791985066037	0	0
4304.261345885845	0	0
4306.882747774764	0	0
4308.771610403732	0	0
4309.94222613225	0	0
4310.437886602196	0	0
4310.849960748573	0	0
4311.838407766487	0	0
4313.556425244344	0	0
4315.537561380546	0	0
4317.496832389007	0	0
4319.481508484972	0	0
4321.387088015595	0	0
4323.100928357662	0	0
4324.567845574085	0	0
4325.630047964897	0	0
4326.319668788985	0	0
4326.784880225683	0	0
4327.382337250969	0	0
4328.250726136013	0	0
4328.656029740062	0	0
4328.2797281433595	0	0
4327.777830738821	0	0
4327.767688927989	0	0
4328.428376655413	0	0
4329.467659271384	0	0
4330.78665546901	0	0
4332.341004419639	0	0
4333.518753268181	0	0
4334.003692259292	0	0
4334.180237928725	0	0
4334.24667892697	0	0
4333.9782736480565	0	0
4333.619604707523	1	0
4333.617230356507	1	0
4334.2146746468425	1	0
4335.744283014389	1	0
4338.297130372874	0	0
4341.3559081507865	0	0
4344.296930906113	0	0
4346.831086205161	0	0
4348.756040566295	0	0
4350.244187743359	0	0
4351.474425575922	0	0
4352.238871156848	0	0
4352.693397962301	0	0
4352.730401240334	0	0
4352.096378411739	0	0
4351.266426381067	0	0
4350.489627250843	0	0
4349.50591161418	0	0
4348.316955530194	0	0
4346.903310798152	0	0
4345.068016589432	0	0
4342.982411829475	0	0
4340.946459041003	0	0
4338.9821889152145	0	0
4336.65585002368	0	0
4333.805198555375	0	0
4330.599992798271	0	0
4326.993380950875	0	0
4322.6913478142815	0	0
4317.122453439983	0	0
4310.305338024622	0	0
4302.593329320755	0	0
4294.221917570657	0	0
4285.590304330814	0	0
4276.787867829582	0	0
4267.732017732634	0	0
4258.648585708615	0	0
4249.649063085691	1	0
4240.358253612562	1	0
4230.516790134869	0	0
4219.95015085518	0	0
4208.400598619227	0	0
4196.24899997224	0	0
4184.045836173709	0	0
4171.873121150196	0	0
4159.687347191044	0	0
4147.6495113988	0	0
4135.961568442367	0	0
4124.629905508728	0	0
4113.6461174854785	0	0
4102.9346796450245	0	0
4092.5252920884905	0	0
4082.27289437893	0	0
4071.636886378906	0	0
4060.4488828673148	0	0
4049.4614670499877	0	0
4039.550791959036	0	0
4030.494471302387	0	0
4021.8235482893724	0	0
4013.6748174358604	0	0
4006.007239588663	0	0
3998.4690624327322	0	0
3990.9534321568717	0	0
3983.5102022477977	0	0
3976.1615900798847	1	0
3968.8834108980723	1	0
3961.6774427596356	1	0
3954.6441244920848	1	0
3947.7893835991517	0	0
3941.2264168587726	0	0
3935.1756450789726	0	0
3929.6318426023163	0	0
3924.3331899618615	0	0
3919.2746796114225	0	0
3915.04210498419	0	0
3911.740184025522	0	0
3908.7202949964058	0	0
3905.4400374749857	0	0
3901.5875238771287	0	0
3896.9978163745986	0	0
3891.661681872174	0	0
3885.5702550236974	0	0
3878.636932434856	0	0
3870.86857684142	0	0
3862.3919545646527	0	0
3853.106547295349	0	0
3843.008710759844	0	0
3832.731652989657	0	0
3822.5041690877874	0	0
3811.8911476051926	0	0
3800.7780314196334	0	0
3789.0245225495014	0	0
3776.5273353977973	0	0
3763.3896839238564	0	0
3749.571669313523	0	0
3735.452257882327	0	0
3721.482319292716	0	0
3707.7421409351314	0	0
3694.361389257297	0	0
3681.455262275481	0	0
3668.9304973698295	0	0
3656.7330834018494	0	0
3645.048550544717	0	0
3633.857905855886	0	0
3623.012871775309	0	0
3612.6323225332508	0	0
3602.6256280846164	0	0
3592.7605193978998	0	0
3583.385384544674	0	0
3574.95050410733	0	0
3567.385387144581	0	0
3560.1944403986863	0	0
3553.049237435708	0	0
3546.0892199934788	0	0
3539.369965478943	0	0
3532.714520569402	0	0
3525.978230622677	1	0
3519.2654311869164	1	0
3512.8887244551074	1	0
3507.2210358885472	1	0
3502.3480306824836	0	0
3497.974006360612	0	0
3493.9060800031716	0	0
3490.0857981030485	0	0
3486.5316580465537	0	0
3483.1866252739924	0	0
3479.886531916948	0	0
3476.5747599200367	0	0
3473.193489210306	0	0
3470.0379821677843	0	0
3467.60685555827	0	0
3465.8557359132546	0	0
3464.450003536343	0	0
