onset_eyetrackfile	event
3399.8	heat
4759.2	heat
5865.5	heat
7330.0	heat
8752.6	heat
10048.0	heat
11386.4	heat
12534.7	heat
13851.3	heat
14978.6	heat
16359.0	heat
17549.3	heat
18760.6	heat
20267.2	heat
21499.6	heat
22773.9	heat
23943.2	heat
25428.8	heat
26872.4	heat
28125.8	heat
