onset_eyetrackfile	event
11167.7	heat
12674.3	heat
14054.8	heat
15477.3	heat
16709.6	heat
18003.8	heat
19405.3	heat
20679.7	heat
22039.2	heat
23482.5	heat
24947.1	heat
26264.5	heat
27391.7	heat
28560.9	heat
29667.2	heat
30857.5	heat
32342.9	heat
33681.3	heat
34934.7	heat
36082.9	heat
