onset_eyetrackfile	event
3912.1	heat
5123.5	heat
6355.8	heat
7609.2	heat
9073.8	heat
10264.1	heat
11665.6	heat
13172.3	heat
14594.9	heat
15975.4	heat
17249.8	heat
18545.2	heat
19651.4	heat
21095.0	heat
22433.5	heat
23560.8	heat
24730.1	heat
26215.7	heat
27363.9	heat
28681.4	heat
