onset_eyetrackfile	event
4554.2	heat
5660.4	heat
6787.6	heat
8062.0	heat
9442.4	heat
10737.8	heat
12139.4	heat
13350.7	heat
14710.1	heat
16132.7	heat
17639.3	heat
18892.6	heat
20082.9	heat
21568.5	heat
23032.9	heat
24181.1	heat
25519.6	heat
26751.9	heat
28195.5	heat
29364.7	heat
