onset_eyetrackfile	event
3830.4	heat
5104.8	heat
6400.2	heat
7590.5	heat
8992.0	heat
10435.6	heat
11795.0	heat
13280.6	heat
14428.9	heat
15535.1	heat
16956.9	heat
18421.4	heat
19632.8	heat
21139.4	heat
22371.7	heat
23499.0	heat
24879.5	heat
26048.1	heat
27365.6	heat
28704.1	heat
