onset_eyetrackfile	event
5979.8	heat
7402.4	heat
8740.8	heat
10226.4	heat
11606.8	heat
12859.9	heat
14050.2	heat
15345.7	heat
16747.2	heat
17979.4	heat
19106.6	heat
20254.4	heat
21360.4	heat
22677.8	heat
23889.1	heat
25163.5	heat
26670.2	heat
28113.2	heat
29472.6	heat
30937.2	heat
