onset_eyetrackfile	event
3622.4	heat
4728.4	heat
6234.8	heat
7615.2	heat
8868.6	heat
10143.0	heat
11460.5	heat
12798.4	heat
14263.0	heat
15495.4	heat
16917.6	heat
18065.9	heat
19234.8	heat
20594.3	heat
21995.7	heat
23206.8	heat
24396.8	heat
25692.0	heat
27135.6	heat
28621.2	heat
