onset_eyetrackfile	event
3389.1	heat
4536.3	heat
6042.9	heat
7254.3	heat
8507.5	heat
9930.1	heat
11225.5	heat
12394.8	heat
13754.3	heat
14944.6	heat
16071.8	heat
17515.1	heat
18916.8	heat
20402.3	heat
21866.9	heat
23205.4	heat
24585.8	heat
25692.0	heat
26966.4	heat
28283.6	heat
