onset_eyetrackfile	event
3611.6	heat
4759.8	heat
6266.4	heat
7477.7	heat
8731.0	heat
10153.1	heat
11448.6	heat
12617.8	heat
13977.3	heat
15167.6	heat
16294.8	heat
17737.9	heat
19139.5	heat
20625.0	heat
22089.7	heat
23427.9	heat
24808.4	heat
25914.6	heat
27188.9	heat
28506.3	heat
