onset_eyetrackfile	event
4006.7	heat
5133.9	heat
6303.0	heat
7683.5	heat
8936.6	heat
10042.8	heat
11317.0	heat
12802.6	heat
14120.0	heat
15521.5	heat
16965.0	heat
18112.6	heat
19323.9	heat
20683.3	heat
22147.9	heat
23443.3	heat
24781.7	heat
25971.8	heat
27394.4	heat
28625.6	heat
