onset_eyetrackfile	event
3527.5	heat
4780.9	heat
6182.4	heat
7371.7	heat
8876.9	heat
10236.3	heat
11658.9	heat
12765.1	heat
13913.4	heat
15082.7	heat
16546.5	heat
17885.0	heat
19096.3	heat
20223.5	heat
21496.9	heat
22982.5	heat
24277.9	heat
25720.9	heat
27038.4	heat
28270.7	heat
