onset_eyetrackfile	event
3298.0	heat
4509.4	heat
5741.7	heat
6848.0	heat
8207.5	heat
9355.7	heat
10546.1	heat
12031.6	heat
13475.3	heat
14644.5	heat
15771.7	heat
17194.3	heat
18532.7	heat
19828.1	heat
21208.6	heat
22672.3	heat
24073.8	heat
25327.2	heat
26601.6	heat
27919.0	heat
