pupil_size	blinks	artifacts_manual
1792.0021861882374	0	0
1787.7415829011525	0	0
1783.8660799705979	0	0
1780.362760076664	0	0
1776.986835955967	1	0
1773.2750524757494	0	0
1769.1927463820539	0	0
1765.1817408276652	0	0
1761.2666341840868	0	0
1757.4818951653272	0	0
1754.1841838467078	0	0
1751.4715140155504	0	0
1749.141878961941	0	0
1747.084157843431	0	0
1745.3181408578519	0	0
1743.6363305688433	0	0
1741.8656275799667	0	0
1739.875245486915	0	0
1737.486056422622	0	0
1734.7351966536496	0	0
1731.9828132584184	0	0
1729.5117031605992	0	0
1727.1447220526068	0	0
1724.6639808214654	0	0
1721.8656127683855	0	0
1718.6159840775842	0	0
1714.966595190094	0	0
1710.8763392249425	0	0
1706.4388510851709	0	0
1702.072262563423	0	0
1697.8417671867567	0	0
1693.6721791214136	0	0
1689.9320102910874	0	0
1686.6480036756138	0	0
1683.53361692954	0	0
1680.4741524116366	0	0
1677.5406831055523	0	0
1674.868712206861	0	0
1672.1574974723499	0	0
1668.9993330601724	0	0
1665.3264777611982	0	0
1661.4813761087826	0	0
1658.1232487328984	0	0
1655.292428907256	0	0
1652.594631614088	0	0
1649.9580364518467	0	0
1647.420046663032	0	0
1645.208332178655	0	0
1643.4297579627719	0	0
1641.7726096845429	0	0
1640.1692507198638	0	0
1638.814891801253	0	0
1637.698791844569	0	0
1636.7318079894449	0	0
1635.7114895074292	0	0
1634.5842829057285	0	0
1633.4400199634968	0	0
1632.3410458333265	0	0
1631.4315603301714	0	0
1630.5407618238642	0	0
1629.3968475846057	0	0
1627.907811982335	0	0
1626.1262457458797	0	0
1624.3576732831916	0	0
1622.8317630428637	0	0
1621.417192667105	0	0
1620.097023840755	0	0
1619.1728078214906	0	0
1618.7295379700895	0	0
1618.4128176361412	0	0
1617.932737432761	0	0
1617.3685409303876	0	0
1616.9966629727298	0	0
1617.0876015715253	0	0
1617.7021787561384	0	0
1618.8264562079844	0	0
1620.396031778895	0	0
1622.315142047657	0	0
1624.2095078887123	1	0
1625.3677989123792	0	0
1625.7862940477637	0	0
1626.0284069431636	0	0
1626.1962502711642	0	0
1626.1784436531348	0	0
1626.153272137569	0	0
1626.3497249691827	0	0
1626.7622908352018	0	0
1627.2275839528936	0	0
1627.4847210143469	0	0
1627.4057810370796	0	0
1626.9054458311118	0	0
1625.9322186713155	0	0
1625.0034773798855	0	0
1624.5897162382453	0	0
1624.4425002121372	0	0
