onset_eyetrackfile	event
3604.3	heat
5110.9	heat
6259.1	heat
7618.5	heat
9083.1	heat
10526.3	heat
11906.7	heat
13075.9	heat
14414.3	heat
15667.6	heat
16963.0	heat
18237.4	heat
19638.9	heat
20828.3	heat
22313.9	heat
23631.4	heat
24758.6	heat
25970.0	heat
27392.6	heat
28624.9	heat
