onset_eyetrackfile	event
3648.1	heat
4965.5	heat
6239.9	heat
7367.2	heat
8789.7	heat
10001.0	heat
11254.4	heat
12444.7	heat
13783.2	heat
15247.7	heat
16396.1	heat
17797.6	heat
19030.0	heat
20389.5	heat
21770.0	heat
22939.3	heat
24446.0	heat
25552.2	heat
26847.6	heat
28333.2	heat
