onset_eyetrackfile	event
3265.1	heat
4687.7	heat
6173.3	heat
7384.6	heat
8744.1	heat
9976.4	heat
11293.8	heat
12799.5	heat
14094.9	heat
15243.2	heat
16433.4	heat
17560.3	heat
18666.5	heat
19835.7	heat
21110.1	heat
22490.7	heat
23934.2	heat
25335.5	heat
26673.9	heat
27927.3	heat
