onset_eyetrackfile	event
3972.1	heat
5310.6	heat
6817.2	heat
8197.7	heat
9472.0	heat
10725.4	heat
11852.6	heat
13274.8	heat
14634.0	heat
15803.2	heat
17204.7	heat
18648.3	heat
19965.6	heat
21428.9	heat
22619.1	heat
24104.7	heat
25211.0	heat
26443.4	heat
27591.6	heat
28802.9	heat
