onset_eyetrackfile	event
4023.2	heat
5361.7	heat
6868.3	heat
8248.8	heat
9523.2	heat
10776.6	heat
11903.8	heat
13326.4	heat
14685.9	heat
15855.1	heat
17256.6	heat
18700.2	heat
20017.7	heat
21482.2	heat
22672.5	heat
24158.2	heat
25264.0	heat
26496.4	heat
27644.6	heat
28856.0	heat
