onset_eyetrackfile	event
3460.0	heat
4566.0	heat
6072.6	heat
7242.0	heat
8474.3	heat
9917.6	heat
11192.0	heat
12403.1	heat
13551.2	heat
14952.8	heat
16270.2	heat
17692.7	heat
19073.3	heat
20200.4	heat
21390.8	heat
22729.3	heat
24214.5	heat
25679.1	heat
27038.6	heat
28333.7	heat
