onset_eyetrackfile	event
3670.0	heat
4817.3	heat
6070.6	heat
7451.2	heat
8725.5	heat
10020.9	heat
11127.2	heat
12444.6	heat
13677.0	heat
15078.4	heat
16542.8	heat
17881.2	heat
19008.5	heat
20431.0	heat
21642.3	heat
23148.9	heat
24508.4	heat
25677.6	heat
26868.0	heat
28311.5	heat
