onset_eyetrackfile	event
3993.3	heat
5415.7	heat
6900.9	heat
8112.2	heat
9471.6	heat
10703.7	heat
12020.5	heat
13526.9	heat
14822.3	heat
15970.5	heat
17160.8	heat
18288.0	heat
19393.8	heat
20563.1	heat
21837.4	heat
23217.7	heat
24661.3	heat
26062.5	heat
27400.9	heat
28653.4	heat
