onset_eyetrackfile	event
3762.3	heat
5163.4	heat
6374.3	heat
7564.6	heat
9007.9	heat
10472.4	heat
11746.7	heat
12894.9	heat
14148.3	heat
15254.5	heat
16677.0	heat
17908.3	heat
19393.9	heat
20521.1	heat
21901.7	heat
23219.1	heat
24578.6	heat
26084.0	heat
27422.4	heat
28717.8	heat
