onset_eyetrackfile	event
3545.3	heat
4988.5	heat
6178.8	heat
7559.3	heat
8812.7	heat
10298.3	heat
11615.7	heat
12911.1	heat
14249.5	heat
15481.8	heat
16588.0	heat
17947.4	heat
19348.9	heat
20771.4	heat
21919.6	heat
23046.8	heat
24216.1	heat
25427.4	heat
26891.9	heat
28166.2	heat
