onset_eyetrackfile	event
7017.1	heat
8460.6	heat
9882.3	heat
10988.5	heat
12157.8	heat
13453.2	heat
14854.8	heat
16107.9	heat
17235.1	heat
18466.4	heat
19740.8	heat
20889.1	heat
22395.7	heat
23734.1	heat
24924.4	heat
26304.9	heat
27664.3	heat
28981.7	heat
30193.1	heat
31657.9	heat
