onset_eyetrackfile	event
10361.3	heat
11867.9	heat
13079.2	heat
14459.6	heat
15586.9	heat
16861.3	heat
18346.9	heat
19664.3	heat
21023.8	heat
22172.1	heat
23362.5	heat
24657.4	heat
25826.6	heat
27228.2	heat
28334.4	heat
29566.7	heat
31031.3	heat
32474.9	heat
33813.3	heat
35066.7	heat
