onset_eyetrackfile	event
3586.5	heat
5030.1	heat
6347.6	heat
7516.3	heat
8706.6	heat
9938.9	heat
11340.5	heat
12614.9	heat
13721.1	heat
15059.5	heat
16482.1	heat
17988.7	heat
19284.1	heat
20537.5	heat
22023.1	heat
23171.3	heat
24530.9	heat
25657.8	heat
27122.4	heat
28502.9	heat
