onset_eyetrackfile	event
3780.8	heat
5287.4	heat
6730.9	heat
8005.2	heat
9300.6	heat
10406.7	heat
11533.4	heat
12681.3	heat
14166.1	heat
15525.6	heat
16989.8	heat
18328.3	heat
19539.6	heat
20708.8	heat
22026.2	heat
23427.6	heat
24617.9	heat
25850.2	heat
27230.6	heat
28484.0	heat
