onset_eyetrackfile	event
4884.1	heat
6348.6	heat
7687.0	heat
9172.6	heat
10553.1	heat
11912.5	heat
13102.8	heat
14398.2	heat
15840.9	heat
17242.4	heat
18664.9	heat
19897.2	heat
21002.9	heat
22509.5	heat
23826.9	heat
24975.2	heat
26248.8	heat
27460.1	heat
28587.3	heat
29756.6	heat
